recipientName,count,sum_amount
Frank Pollone,1,"1,000.00"
Protect the Majority Chiefs Victory Fund,1,"1,000.00"
Tom Suozzie,1,"1,000.00"
"Ball Hagerty, Candidate for U.S. Senate",1,"1,000.00"
on Kind,1,"1,000.00"
U.S. President Donald Trump,1,"1,000.00"
United States Senator Susan Collins,1,"1,000.00"
United States Senator Richard Shelby,1,"1,000.00"
Friends of John Barrasso ,1,"1,000.00"
Armstrong for Congress,1,"1,000.00"
Ann Kilpatrick,1,"1,000.00"
Mike Rogers For Congress,1,"1,000.00"
Edward Case,1,"1,000.00"
Michigan Republican Party Federal Account,1,"1,000.00"
BISHOP FOR CONGRESS,1,"1,000.00"
Messner For Senate,1,"1,000.00"
Rep. Markwayne Mullin (R) ,1,"1,000.00"
Rep. Conor J. Lamb |(D),1,"1,000.00"
Rep. Peter John Visclosky (D),1,"1,000.00"
Rep. Gus Michael Bilirakis (R),1,"1,000.00"
Rep. Kelly M. Armstrong (R),1,"1,000.00"
"Rep. Williams R. Timmons, IV (R)",1,"1,000.00"
Rep. Robert E. Latta (R),1,"1,000.00"
Rep. Ann L. Kirkpatrick (D),1,"1,000.00"
Rep. John M. Shimkus (R),1,"1,000.00"
Sen. Charles E. Grassley (R),1,"1,000.00"
Rep. Conor J. Lamb (D),1,"1,000.00"
Rep. Robin Lynne Kelly (D),1,"1,000.00"
Rep. Jason Crow (D),1,"1,000.00"
Rep. Dusty Johnson (R),1,"1,000.00"
Sen. Ron L. Wyden (D),1,"1,000.00"
Rep. Kathleen Maura Rice (D),1,"1,000.00"
Rep. Betty Louise McCollum (D),1,"1,000.00"
Rep. Tom Rice (R),1,"1,000.00"
Sen. Tina Smith (D),1,"1,000.00"
Amerish B. Bera (D),1,"1,000.00"
Rep. Glenn W. Thompson (R),1,"1,000.00"
Rep. Lee M. Zeldin (R),1,"1,000.00"
"Rep. Sanford D. Bishop, Jr. (D)",1,"1,000.00"
Rep. Katherine M. Clark (D),1,"1,000.00"
Rep. Doris O. Matsui (D),1,"1,000.00"
Rep. S. Brett Guthrie ,1,"1,000.00"
Rep. Sylvia R. Garcia (D),1,"1,000.00"
Rep. Elaine Luria (D),1,"1,000.00"
Rep. John Michael Katko (R),1,"1,000.00"
Sen. Richard Blumenthal (D),1,"1,000.00"
Rep. Jamie B. Raskin (D),1,"1,000.00"
Rep. Earl Francis Blumenaur (D),1,"1,000.00"
Rep. Jaime Lynn Herrera Beutler (R),1,"1,000.00"
Rep. Lloyd K. Smucker (R),1,"1,000.00"
Rep. Lori Loureiro Trahan (D),1,"1,000.00"
Rep. Debbie Mucarsel-Powell (D),1,"1,000.00"
Rep. Charlie J. Crist (D),1,"1,000.00"
Rep. Lance Gooden (R),1,"1,000.00"
Rep. Terri Andrea Sewell (D),1,"1,000.00"
Rep. Josh S. Gottheimer (D),1,"1,000.00"
Rep. John Barry Larson (D),1,"1,000.00"
Rep. Grace Meng (D),1,"1,000.00"
Rep. Veronica Escobar (D),1,"1,000.00"
Paul Baca,1,"1,000.00"
Danny Babin,1,"1,000.00"
Dayan Hochman-Vigil,1,"1,000.00"
Virginia Democratic Senate Caucus,1,"1,000.00"
Tim Walz,1,"1,000.00"
Dan Benson,1,"1,000.00"
Rich Taylor,1,"1,000.00"
Carol Blood,1,"1,000.00"
John Manion,1,"1,000.00"
James Scholten,1,"1,000.00"
Congressman Joe Neguse ,1,"1,000.00"
Representative Jared Huffman,1,"1,000.00"
Representative Anna Eshoo ,1,"1,000.00"
Representative Pete DeFazio ,1,"1,000.00"
Rep. Jack Bergman (R-MI-01),1,"1,000.00"
Rep. Tom Reed (R-NY-23),1,"1,000.00"
Rep. Pete Stauber (R-MN-08),1,"1,000.00"
Rep. Sam Graves (R-MO-06),1,"1,000.00"
Rep. Marcy Kaptur (D-OH-09),1,"1,000.00"
Rep. Peter DeFazio (D-OR-04),1,"1,000.00"
Rep. Robert Aderholt (R-AL-04),1,"1,000.00"
Rep. Troy Balderson (R-OH-12),1,"1,000.00"
Rep. Mike Kelly (R-PA-16),1,"1,000.00"
Rep. Robin Kelly (D-IL-02),1,"1,000.00"
Sen. Sherrod Brown (D-OH),1,"1,000.00"
Rep. Tim Walberg (R-MI-07),1,"1,000.00"
REP. JACK BERGMAN,1,"1,000.00"
DON SEDGWICK,1,"1,000.00"
Earl Carter,1,"1,000.00"
Michael J. Cloud,1,"1,000.00"
Marc A. Veasey ,1,"1,000.00"
Terri Andrea Sewell,1,"1,000.00"
John M. Shimkus ,1,"1,000.00"
"Filemon Bartolome Vela, Jr.",1,"1,000.00"
Cheryl L. Bustos,1,"1,000.00"
Gregory Paul Walden ,1,"1,000.00"
Garret Neal Graves,1,"1,000.00"
Rohit Khanna,1,"1,000.00"
Congressman Warren Davidson,1,"1,000.00"
Kevin McCarty for Congress,1,"1,000.00"
Rep. Robin Kelly ,1,"1,000.00"
Dr. Michael C. Burgess ,1,"1,000.00"
Congresswoman Jaime Herrera-Beutler,1,"1,000.00"
Presumptive 2020 Democratic Nominee for President,1,"1,000.00"
Sen. John Inhofe,1,"1,000.00"
Xochitl Liana Torres-Small,1,"1,000.00"
Rep. Nancy Pelosi Leadership PAC,1,"1,000.00"
Congressman Darin Lahood,1,"1,000.00"
The Honorable Anthony Brown,1,"1,000.00"
The Honorable Julia Brownley,1,"1,000.00"
The Honorable Elijah Cummings,1,"1,000.00"
The Honorable David McKinley,1,"1,000.00"
The Honorable Angie Craig,1,"1,000.00"
The Honorable Richard Blumenthal,1,"1,000.00"
The Honorable Steve Cohen,1,"1,000.00"
The Honorable Don Bacon,1,"1,000.00"
The Honorable Chris Pappas,1,"1,000.00"
The Honorable Bennie Thompson,1,"1,000.00"
The Honorable Pete Stauber,1,"1,000.00"
The Honorable Ed Markey,1,"1,000.00"
The Honorable Bonnie Watson Coleman,1,"1,000.00"
The Honorable Jared Huffman,1,"1,000.00"
The Honorable Greg Stanton,1,"1,000.00"
The Honorable Donald Payne Jr.,1,"1,000.00"
 Joyce Beatty for Congress,1,"1,000.00"
 Troy Balderson for Congress,1,"1,000.00"
Jody Arrington,1,"1,000.00"
McConnell For Senate,1,"1,000.00"
Congressman Mike Simpson campaign,1,"1,000.00"
Van Hollen for Senate ,1,"1,000.00"
Rep. Earl L. B. Carter,1,"1,000.00"
Rep. Charles A. Ruppersberger,1,"1,000.00"
Rep. James R. Langevin,1,"1,000.00"
Rep. Ben Ray Luhan,1,"1,000.00"
Billy Long for Congress ,1,"1,000.00"
Republican Candidates,1,"1,000.00"
Debra Fischer,1,"1,000.00"
Candidate Jeff Coleman,1,"1,000.00"
Candidate for Senate Jeff Sessions,1,"1,000.00"
Rep. Gus Bilirakis (FL-12),1,"1,000.00"
Rep. David Joyce (OH-14),1,"1,000.00"
Rep. Josh Gottheimer (NJ-5),1,"1,000.00"
Rep. Mark Takano (CA-41),1,"1,000.00"
Rep. Jim McGovern (MA-2),1,"1,000.00"
Rep. Terri Sewell (AL-7),1,"1,000.00"
Sen. Tina Smith (MN),1,"1,000.00"
Rep Eric Alan Crawford,1,"1,000.00"
Rep Jack Bergman,1,"1,000.00"
Rep. Cedric Levon Richmond,1,"1,000.00"
Making Business Excel Political Action Committee (Senator Mike Enzi-WY-USS),1,"1,000.00"
Congressman John Larson ,1,"1,000.00"
Senator Jeff Merkley ,1,"1,000.00"
Congress Alan Lowenthal ,1,"1,000.00"
Thomas Massie ,1,"1,000.00"
Cong Joe Kennedy III,1,"1,000.00"
Rep. Mikie Sheril,1,"1,000.00"
Cong. Steve Scalise,1,"1,000.00"
Cong. Don Norcross,1,"1,000.00"
BEN RAY LUJAN,1,"1,000.00"
Representative Jackie Walorski (R-IN-2),1,"1,000.00"
Tony Cardensa,1,"1,000.00"
U.S. Representative Ami Bera,1,"1,000.00"
U.S. Representative Val Demings,1,"1,000.00"
U.S. Representative John Garamendi,1,"1,000.00"
U.S. Representative David Price,1,"1,000.00"
U.S. Representative Brad Schneider,1,"1,000.00"
U.S. Representative Kathy Castor,1,"1,000.00"
U.S. Representative Frederica Wilson,1,"1,000.00"
U.S. Representative Gwen Moore,1,"1,000.00"
U.S. Representative John Lewis,1,"1,000.00"
U.S. Representative Danny K. Davis,1,"1,000.00"
U.S. Representative Suzan DelBene,1,"1,000.00"
"Chris Bubser, Candidate for U.S. House of Representatives",1,"1,000.00"
U.S. Representative Michael Waltz,1,"1,000.00"
U.S. Representative Greg Steube,1,"1,000.00"
U.S. Representative Rodney Davis,1,"1,000.00"
U.S. Representative Brian Babin,1,"1,000.00"
U.S. Representative Liz Cheney,1,"1,000.00"
U.S. Representative James Michael Johnson,1,"1,000.00"
U.S. Representative Steven Palazzo,1,"1,000.00"
"Former U.S. Representative David Young, Candidate for U.S. House of Representatives",1,"1,000.00"
U.S. Representative Joe Wilson,1,"1,000.00"
U.S. Representative David B. McKinley,1,"1,000.00"
U.S. Representative Kevin Hern,1,"1,000.00"
U.S. Senator Mike Braun,1,"1,000.00"
Rep. Mark Takano,1,"1,000.00"
The Honorable Markwayne Mullin (R-OK),1,"1,000.00"
The Honorable Kyrsten Sinema (D-AZ),1,"1,000.00"
The Honorable Tim Scott (R-SC),1,"1,000.00"
The Honorable Tony Cardenas (D-CA),1,"1,000.00"
The Honorable John Curtis (R-UT),1,"1,000.00"
Rep. David Joyce (R - OH - 14),1,"1,000.00"
Rep. Adam Kinzinger (R - IL - 16),1,"1,000.00"
Rep. Mike Turner (R - OH),1,"1,000.00"
Rep. Mike Rogers (R - AL - 03),1,"1,000.00"
Candidate Tina Ramirez (R - VA),1,"1,000.00"
Rep. Ashley Hinson (R - IA),1,"1,000.00"
Senator Sessions,1,"1,000.00"
Cong. Randy Weber,1,"1,000.00"
Cong. Roger Williams,1,"1,000.00"
Cong. Debbie Dingell,1,"1,000.00"
Cong. Grace Napolitano,1,"1,000.00"
Cong. Mike Doyle,1,"1,000.00"
Cong. Clay Higgins,1,"1,000.00"
Cong. Sylvia Garcia,1,"1,000.00"
Cong. Don Young,1,"1,000.00"
U.S. Senator Chuck Schumer,1,"1,000.00"
Congresswoman Alma Adams,1,"1,000.00"
Congressman Tom O' Hallerhan,1,"1,000.00"
Congressman Mark Pocan,1,"1,000.00"
Gov. Hickenlooper,1,"1,000.00"
Jeff Merkley for U.S. Senate,1,"1,000.00"
Sara Hart Weir Exploratory Committee,1,"1,000.00"
MARSHA BLACKBURN,1,"1,000.00"
CHUCK FLEISCHMANN,1,"1,000.00"
Sen. Marsha Blackburn Leadership PAC,1,"1,000.00"
Senator Patrick J. Toomey,1,"1,000.00"
Senate Victory PAC,1,"1,000.00"
Rep. Kathy Castor (FL-14) ,1,"1,000.00"
Rep. Vern Buchanan (FL-16),1,"1,000.00"
Sen. Rick Scott (FL),1,"1,000.00"
Rep. Rick Larsen (WA-02),1,"1,000.00"
Rep. Charlie Crist (FL-13),1,"1,000.00"
Sara Hart Weir (Candidate),1,"1,000.00"
Rep. Scott Desjarlais,1,"1,000.00"
Rep. Frederica Wilson (This check was later cancelled),1,"1,000.00"
Sen. Shelly Moore-Capito,1,"1,000.00"
The Honorable Mike Levin,1,"1,000.00"
The Honorable J. Hickenlooper,1,"1,000.00"
The Honorable Patrick Leahy ,1,"1,000.00"
The Honorable Jim Clyburn,1,"1,000.00"
The Honorable Tina Smith ,1,"1,000.00"
"Hern, Kevin, R",1,"1,000.00"
"Shalala, Donna",1,"1,000.00"
"Kennedy, John, N",1,"1,000.00"
"Manchin, Joseph",1,"1,000.00"
"Cartwright, Matthew, A",1,"1,000.00"
"Webster, Daniel",1,"1,000.00"
"Simpson, Michael, K",1,"1,000.00"
"Rutherford, John",1,"1,000.00"
"Murphy, Greg",1,"1,000.00"
"Crist, Charlie",1,"1,000.00"
"Johnson, Mike",1,"1,000.00"
"Lowenthal, Alan",1,"1,000.00"
Hon. John Cornyn,1,"1,000.00"
Hon. James Lankford,1,"1,000.00"
Hon. Dave Joyce,1,"1,000.00"
"Hon. Greg Pence, Hon. Mike Pence",1,"1,000.00"
Hon. Kyrsten Sinema,1,"1,000.00"
Hon. Dick Durbin,1,"1,000.00"
Hon. William Balderson,1,"1,000.00"
Congresswoman Vicky Hartzler,1,"1,000.00"
Congressman James Hagedorn,1,"1,000.00"
W. Robert Kohorst,1,"1,000.00"
John Cornyn (2020 General),1,"1,000.00"
Mullin,1,"1,000.00"
McKinley,1,"1,000.00"
Walorski,1,"1,000.00"
Rep. Benjamin L. Cline,1,"1,000.00"
Rep. Glenn S. Grothman,1,"1,000.00"
Rep. Douglas L. Lamborn,1,"1,000.00"
Rep. Michael John Gallagher,1,"1,000.00"
"Rep. Sanford D. Bishop, Jr.",1,"1,000.00"
Honorable Rodney Davis,1,"1,000.00"
Rep Steve Watkins,1,"1,000.00"
Rep Bobby L Rush,1,"1,000.00"
Steve Montana,1,"1,000.00"
U.S. Representative Steve Scalise,1,"1,000.00"
Senate Candidate MJ Hegar,1,"1,000.00"
Senator John Barrasso Leadership PAC,1,"1,000.00"
Representative Greg Stanton,1,"1,000.00"
Representaive Lloyd Smucker ,1,"1,000.00"
Congressman Tim Ryan,1,"1,000.00"
Senator Edward J. Markey,1,"1,000.00"
Congressman Brendan Francis Boyle ,1,"1,000.00"
William Lacy ,1,"1,000.00"
Nydia Velazqu,1,"1,000.00"
Adriano Espai ,1,"1,000.00"
Sen. Jerry Moran (Primary),1,"1,000.00"
Rep. Charlie Crist (General),1,"1,000.00"
Rep. Ken Calvert (Primary),1,"1,000.00"
Rep. Daniel Webster ,1,"1,000.00"
Texans for Senator John Cornyn Inc.,1,"1,000.00"
Joseph P Kennedy III,1,"1,000.00"
Representative Brad Wenstrup,1,"1,000.00"
Rep. Vicente Gonzales,1,"1,000.00"
Sen. Mark Warner (VA),1,"1,000.00"
Rep. Jim Clyburn (SC),1,"1,000.00"
Rep. Jimmy Gomez (CA) ,1,"1,000.00"
Rep. Yvette Clarke (NY),1,"1,000.00"
Sen. Maria Cantwell (WA) ,1,"1,000.00"
Sen. Jon Tester (MT) ,1,"1,000.00"
Sen. Ron Wyden (OR),1,"1,000.00"
Sen. Dan Sullivan (AK) ,1,"1,000.00"
"Kaptur, Marcy",1,"1,000.00"
"Norcross, Donald",1,"1,000.00"
"Sinema, Krysten",1,"1,000.00"
"Tonko, Paul",1,"1,000.00"
"Babin, Brian",1,"1,000.00"
"Capito, Shelley",1,"1,000.00"
"Comer, James",1,"1,000.00"
"Ferguson, Andrew",1,"1,000.00"
"Gonzalez, Anthony",1,"1,000.00"
"Grassley, Charles",1,"1,000.00"
"Graves, Garret",1,"1,000.00"
"Hawley, Joshua",1,"1,000.00"
"LaMalfa, Doug",1,"1,000.00"
"Mast, Brian",1,"1,000.00"
"Meijer, Peter",1,"1,000.00"
"Taylor, Nicholas ",1,"1,000.00"
"Williams, Roger",1,"1,000.00"
Keystone America PAC,1,"1,000.00"
Senator Steve Daines (R-MT),1,"1,000.00"
Senator Bill Cassidy (R-LA),1,"1,000.00"
Senator Cory Gardner (R-CO),1,"1,000.00"
Senator Martha McSally (R-AZ),1,"1,000.00"
Rep. John Sarbanes,1,"1,000.00"
Ambassador Bill Hagerty ,1,"1,000.00"
Senator Mike Enzi ,1,"1,000.00"
Robert (Bob) Gibbs ,1,"1,000.00"
James (Jim) Hagedorn ,1,"1,000.00"
Samuel (Sam) Graves ,1,"1,000.00"
Kurt Schrader ,1,"1,000.00"
Ron Johnson ,1,"1,000.00"
Rep. Alma Shealey Adams,1,"1,000.00"
Sen. Christopher Andrew Coons ,1,"1,000.00"
Rep. James M. Costa ,1,"1,000.00"
Rep. James Austin Scott ,1,"1,000.00"
Rep. Thomas R. Suozzi ,1,"1,000.00"
Rep. Gregory Weldon Meeks ,1,"1,000.00"
Rep. Darin M. LaHood ,1,"1,000.00"
Rep. Bradley Mark Walker ,1,"1,000.00"
Rep. Jacqueline Walorski ,1,"1,000.00"
"Rep. A. Drew Ferguson, IV ",1,"1,000.00"
Rep. Jason Thomas Smith ,1,"1,000.00"
Sen. Gary Charles Peters ,1,"1,000.00"
Rep. Tom Rice ,1,"1,000.00"
Sen. Roy Dean Blunt ,1,"1,000.00"
"Rep. William Lacy Clay, Jr. ",1,"1,000.00"
"Sen. Joseph Manchin, III",1,"1,000.00"
Rep. Kendra S. Horn ,1,"1,000.00"
Rep. Kevin Patrick Brady ,1,"1,000.00"
Sen. John Neely Kennedy ,1,"1,000.00"
Rep. Barry Dean Loudermilk ,1,"1,000.00"
Greg Walden (check later refunded),1,"1,000.00"
Rep. John Shimkus ,1,"1,000.00"
Rep. Jennifer Wexton (VA-10),1,"1,000.00"
Andy Kim for Congress,1,"1,000.00"
Sen. Krysten Sinema,1,"1,000.00"
Tom Reed ,1,"1,000.00"
Brandon Batch (candidate for US House),1,"1,000.00"
Conservatives Harvesting Success,1,"1,000.00"
Patriot Pac,1,"1,000.00"
Candidate Dan Bishop ,1,"1,000.00"
Congressman Frank Pallone ,1,"1,000.00"
Rep. Gus Bilirakas,1,"1,000.00"
Rep. Bobby L. Rush,1,"1,000.00"
Rep. Max Rose,1,"1,000.00"
Rep. Joseph Morelle,1,"1,000.00"
"Bustos, Cheri, Rep.",1,"1,000.00"
"Sanchez, Linda T., Rep.",1,"1,000.00"
"Soto, Darren Michael, Rep.",1,"1,000.00"
"Horsford, Steven A., Rep.",1,"1,000.00"
"Blunt Rochester, Lisa, Rep.",1,"1,000.00"
"Jones, Doug, Sen.",1,"1,000.00"
"Kennedy, Joseph P., Rep., III",1,"1,000.00"
"Garamendi, John, Rep.",1,"1,000.00"
"Yarmuth, John A., Rep.",1,"1,000.00"
"Castor, Kathy, Rep.",1,"1,000.00"
"SCOTT, ROBERT",1,"1,000.00"
"Underwood, Lauren A., Rep.",1,"1,000.00"
Rep. Jamie B. Raskin,1,"1,000.00"
Wasserman Schultz Debbie,1,"1,000.00"
Gina Jones,1,"1,000.00"
Sen. Robert Portman,1,"1,000.00"
Congresswoman Julia Brownley,1,"1,000.00"
Congressman Trey Gowdy,1,"1,000.00"
Congressman Juan Vargas,1,"1,000.00"
"Doug Jones, S AL",1,"1,000.00"
Battleground PAC,1,"1,000.00"
"Mark Meadows, H NC 11",1,"1,000.00"
"Tom Reed, H NY 23",1,"1,000.00"
"Ted Budd, H NC 13",1,"1,000.00"
"Michael Burgess, H TX 26",1,"1,000.00"
"Cindy Hyde-Smith, S MS",1,"1,000.00"
"Ami Bera, H CA 07",1,"1,000.00"
Friends of Jim Inhofe,1,"1,000.00"
BARR PAC,1,"1,000.00"
ASLRRA PAC,1,"1,000.00"
CAMPAIGN FUND FOR JOSH BLAIR,1,"1,000.00"
JIM MCGOVERN,1,"1,000.00"
Josh Winegardner,1,"1,000.00"
Future Form PAC,1,"1,000.00"
Steve Knight,1,"1,000.00"
Mark Eugene Amodei,1,"1,000.00"
Sylvia Garcia ,1,"1,000.00"
Virginia Foxx ,1,"1,000.00"
Ted Budd ,1,"1,000.00"
Mike Quigley ,1,"1,000.00"
Rep. Vincente Gonzalez,1,"1,000.00"
Rep. Kevin Hern's leadership PAC,1,"1,000.00"
Rep. Tom Kean,1,"1,000.00"
Rep. Daniel Meuser,1,"1,000.00"
Rep. Ken Buck,1,"1,000.00"
Ashley Hinson For Congress,1,"1,000.00"
Kaufmann For State House,1,"1,000.00"
BEN CLINE,1,"1,000.00"
Brett Guthrie ,1,"1,000.00"
Nick Colvin ,1,"1,000.00"
Congressman Kenny Marchant ,1,"1,000.00"
Costa for Congress,1,"1,000.00"
Upton for Congress,1,"1,000.00"
Sinema for Congress,1,"1,000.00"
Candidate Teresa Tomlinson,1,"1,000.00"
Republican Party of Texas  Federal Account,1,"1,000.00"
SMART SOLUTIONS PAC,1,"1,000.00"
LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,1,"1,000.00"
BATTLEGROUND PAC,1,"1,000.00"
JERSEY VALUES PAC,1,"1,000.00"
Rep David E Young,1,"1,000.00"
Sen. Jacky Rosen ,1,"1,000.00"
David Joyce ,1,"1,000.00"
Representative David Joyce,1,"1,000.00"
MIKE GALLAGHER,1,"1,000.00"
Rep. Kirk Schrader,1,"1,000.00"
Rep. Ed Case,1,"1,000.00"
Van Drew,1,"1,000.00"
Rep. Elaine Luria (D-VA 2nd),1,"1,000.00"
Sen. Patrick Joseph Toomey (R),1,"1,000.00"
Rep. Darin LaHood (R-IL),1,"1,000.00"
Congressman Adam Smith ,1,"1,000.00"
Congresswoman Karen Bass,1,"1,000.00"
Senator Maria Cantwell ,1,"1,000.00"
Congresswoman Donna Shalala ,1,"1,000.00"
Matt Lieberman ,1,"1,000.00"
James Mackler ,1,"1,000.00"
Daniel Ahlers ,1,"1,000.00"
Congresswoman Debbie Dingell ,1,"1,000.00"
Ed Blumenauer,1,"1,000.00"
Roger Wicker for Senate,1,"1,000.00"
John Carter for Congress,1,"1,000.00"
Sen. Timothy Scott,1,"1,000.00"
Rep. James Austin Scott,1,"1,000.00"
Rep. John Trent Kelly,1,"1,000.00"
Joe Cunningham for Congress,1,"1,000.00"
Cong. Julia Brownley,1,"1,000.00"
Cory Gardner/Thom Tillis,1,"1,000.00"
"Kevin McCarthy, John Carter, Dan Crenshaw, Michael McCaul, Chip Roy, Van Taylor, Roger Williams, Ron Wright",1,"1,000.00"
Terri A. Sewell ,1,"1,000.00"
James H.S. Cooper,1,"1,000.00"
David P. Joyce,1,"1,000.00"
Frederick Stephen Upton,1,"1,000.00"
Dr. Raul Ruiz ,1,"1,000.00"
Tom O'Halleran ,1,"1,000.00"
Sylvia R. Garcia ,1,"1,000.00"
Smart Solutions PAC,1,"1,000.00"
Sen Lamar Alexander,1,"1,000.00"
Robert Ortt,1,"1,000.00"
Jason Smith  ,1,"1,000.00"
Bill Cassidy  ,1,"1,000.00"
Marc Veasey  ,1,"1,000.00"
John Garamendi  ,1,"1,000.00"
Haley Stevens  ,1,"1,000.00"
Tina Smith  ,1,"1,000.00"
Mike Quigley  ,1,"1,000.00"
Sen. Gardner ,1,"1,000.00"
Friends of Glenn Thompson,1,"1,000.00"
Georgia Republican Senatorial Committee ,1,"1,000.00"
"Gallagher, Mike ",1,"1,000.00"
"Steil, Bryan ",1,"1,000.00"
U.S. Representative Joe Courtney,1,"1,000.00"
U.S. Senator Ed Markey,1,"1,000.00"
Sen. Catherine M. Cortez Masto,1,"1,000.00"
Rep. Anthony E. Gonzalez,1,"1,000.00"
Rep. Drew Ferguson IV,1,"1,000.00"
Rep. Dan T. Kildee,1,"1,000.00"
Rep. Denver L. Riggleman III,1,"1,000.00"
Rep. Ron J. Kind,1,"1,000.00"
Sen. Todd C. Young,1,"1,000.00"
Rep. Jennifer T. Wexton,1,"1,000.00"
U.S. Representative Steve Stivers,1,"1,000.00"
U.S. Rep. Richard Neal,1,"1,000.00"
U.S. REP. DARIN LAHOOD,1,"1,000.00"
U.S. REP. RON KIND,1,"1,000.00"
U.S. REP. FRED UPTON,1,"1,000.00"
U.S. REP. GLENN GROTHMAN,1,"1,000.00"
U.S. SEN. ROGER WICKER,1,"1,000.00"
U.S. REP. KEVIN BRADY,1,"1,000.00"
HOUSE CANDIDATE RANDALL FEENSTRA,1,"1,000.00"
U.S. SEN. CHUCK GRASSLEY,1,"1,000.00"
"Rep Gregory Meeks, Chair ",1,"1,000.00"
Sen. Roger Wicker ,1,"1,000.00"
Rep. Brett Guthrie ,1,"1,000.00"
Rep. John Larsen,1,"1,000.00"
The Honorable Suzanne Bonamici,1,"1,000.00"
The Honorable Earl Blumenauer,1,"1,000.00"
Rep. Greg Walden (OR-2),1,"1,000.00"
Rep. Brian Babin (TX-36),1,"1,000.00"
Rep. Anthony Gonzalez (OH-16),1,"1,000.00"
Candidate Sue Rezin (IL-14),1,"1,000.00"
REP. RICHMOND FOR CONGRESS,1,"1,000.00"
REP. SYLVIA GARCIA,1,"1,000.00"
REP. KATIE HILL,1,"1,000.00"
REP. TOM O'HALLERAN,1,"1,000.00"
REP. JENNIFER WEXTON,1,"1,000.00"
Rep Anthony Brown,1,"1,000.00"
Sen Gary Peters,1,"1,000.00"
Sen Richard J Durbin,1,"1,000.00"
Representative Ralph Norman,1,"1,000.00"
Representative John Shimkus,1,"1,000.00"
Representative Donald Norcross,1,"1,000.00"
Congressman Michael Turner ,1,"1,000.00"
Congressman Steny Hoyer ,1,"1,000.00"
Congressman Doug Lamborn ,1,"1,000.00"
Congressman Michael Waltz ,1,"1,000.00"
Congressman Peter Visclosky ,1,"1,000.00"
Congressman John Rutherford ,1,"1,000.00"
Congressman Don Bacon ,1,"1,000.00"
Congressman Steve Palazzo ,1,"1,000.00"
Congressman Don Bacon (contribution refunded),1,"1,000.00"
Congressman Pete Stauber,1,"1,000.00"
Congresswoman Annie McLane Kuster,1,"1,000.00"
Congressman David Scott,1,"1,000.00"
Congressman Joe Morelle,1,"1,000.00"
Congressman Jim Cooper,1,"1,000.00"
Thom Tillis for U.S. Senate,1,"1,000.00"
Sen Candidate Gavin Clarkson,1,"1,000.00"
James Baird,1,"1,000.00"
Rep Josh Gottheimer,1,"1,000.00"
Rep Susie Lee,1,"1,000.00"
Rep Chris Pappas,1,"1,000.00"
Rep Jerry Nadler,1,"1,000.00"
Congresswoman Gwendolynne Moore,1,"1,000.00"
Congressman Fred Upton ,1,"1,000.00"
Rep. Lauren Underwood for Congress,1,"1,000.00"
Hon. John Shimkus,1,"1,000.00"
Hon. Paul Tonko,1,"1,000.00"
Hon. Fred Upton,1,"1,000.00"
Hon. Debbie Stabenow,1,"1,000.00"
Hon. Jerry Moran,1,"1,000.00"
Hon. Bryan Steil,1,"1,000.00"
Senator John Cornyn Leadership PAC,1,"1,000.00"
Rep. Gregory P. Walden,1,"1,000.00"
Rep. Donald J. Bacon,1,"1,000.00"
Abby Finkaenauer,1,"1,000.00"
Margaret Hassan,1,"1,000.00"
Andrew Kim,1,"1,000.00"
William Lipinski,1,"1,000.00"
Jan Schneider,1,"1,000.00"
Thomas Souzzi,1,"1,000.00"
Yukon Kusko PAC,1,"1,000.00"
sen markey,1,"1,000.00"
sen cornyn,1,"1,000.00"
sen daines ,1,"1,000.00"
Congressman Rick Crawford ,1,"1,000.00"
Congressman Jason Smith ,1,"1,000.00"
Senator Josh Hawley ,1,"1,000.00"
Congressman Jodey Arrington ,1,"1,000.00"
Congressman Marc Veasey ,1,"1,000.00"
James Costa for Congress,1,"1,000.00"
Fred Upton for Congress,1,"1,000.00"
Rep. Ted Budd ,1,"1,000.00"
Rep. Ann Wagner ,1,"1,000.00"
Senator Mike Rounds ,1,"1,000.00"
Rep. Lee Zeldin ,1,"1,000.00"
Mark DeSaulnier ,1,"1,000.00"
PowerPac of the Edison Institute,1,"1,000.00"
Rodger Wicker,1,"1,000.00"
Representative Dave Joyce,1,"1,000.00"
Republican Party of Kentucky (Federal Account),1,"1,000.00"
MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC,1,"1,000.00"
Marcia L. Fudge,1,"1,000.00"
CRAPO VICTORY COMMITTEE,1,"1,000.00"
Sen. Kristen Sinema,1,"1,000.00"
Congressman Van Taylor,1,"1,000.00"
Rep. Donald Payne Jr.,1,"1,000.00"
Fund for a Conservative Future PAC,1,"1,000.00"
Brett Gutherie,1,"1,000.00"
Senator Thomas Richard Carper,1,"1,000.00"
Representative Bradley Scott Schneider,1,"1,000.00"
Representative Thomas H Massie,1,"1,000.00"
Senator Lisa Ann Murkowski,1,"1,000.00"
Representative Alexander X Mooney,1,"1,000.00"
Representative Ronald James Kind,1,"1,000.00"
Representative Earl L.B. Carter,1,"1,000.00"
Representative John Michael Katko,1,"1,000.00"
Representative James V. Panetta,1,"1,000.00"
Representative Ann Louise Wagner,1,"1,000.00"
Senator John Anthony Barrasso,1,"1,000.00"
